ProjectID,Department,StartDate,Funding,EmployeeID,Department,Name,HireDate
17517,A_74,2023-03-25,732000,11831,A_74,Employee_11831,2023-03-17
20969,A_74,2023-03-09,923000,11831,A_74,Employee_11831,2023-03-17
27707,A_74,2023-03-26,333000,11831,A_74,Employee_11831,2023-03-17
7480,A_97,2023-12-02,847000,11843,A_97,Employee_11843,2023-12-07
22778,A_57,2023-05-23,644000,11855,A_57,Employee_11855,2023-05-28
2984,A_73,2023-05-21,897000,11856,A_73,Employee_11856,2023-05-26
3146,A_73,2023-05-25,213000,11856,A_73,Employee_11856,2023-05-26
5996,A_73,2023-06-02,225000,11856,A_73,Employee_11856,2023-05-26
8785,A_73,2023-06-04,102000,11856,A_73,Employee_11856,2023-05-26
5545,A_34,2023-10-27,248000,11860,A_34,Employee_11860,2023-10-28
6093,A_34,2023-10-29,844000,11860,A_34,Employee_11860,2023-10-28
27711,A_34,2023-10-22,876000,11860,A_34,Employee_11860,2023-10-28
13746,A_9,2023-05-06,553000,11871,A_9,Employee_11871,2023-05-01
22818,A_9,2023-05-01,656000,11871,A_9,Employee_11871,2023-05-01
16580,A_57,2023-05-10,22000,11877,A_57,Employee_11877,2023-05-18
22778,A_57,2023-05-23,644000,11877,A_57,Employee_11877,2023-05-18
2709,A_11,2023-02-07,930000,11884,A_11,Employee_11884,2023-02-02
13448,A_11,2023-02-01,500000,11884,A_11,Employee_11884,2023-02-02
15007,A_11,2023-02-02,497000,11884,A_11,Employee_11884,2023-02-02
24816,A_11,2023-01-27,139000,11884,A_11,Employee_11884,2023-02-02
26205,A_11,2023-01-23,754000,11884,A_11,Employee_11884,2023-02-02
6255,A_77,2023-01-12,129000,11895,A_77,Employee_11895,2023-01-11
10303,A_96,2023-02-28,894000,11901,A_96,Employee_11901,2023-02-25
15640,A_96,2023-03-07,342000,11901,A_96,Employee_11901,2023-02-25
25734,A_96,2023-02-25,459000,11901,A_96,Employee_11901,2023-02-25
17789,A_9,2023-12-12,889000,11921,A_9,Employee_11921,2023-12-20
21655,A_9,2023-12-21,417000,11921,A_9,Employee_11921,2023-12-20
3992,A_40,2023-03-02,299000,11922,A_40,Employee_11922,2023-02-22
6950,A_40,2023-02-24,519000,11922,A_40,Employee_11922,2023-02-22
8968,A_40,2023-02-21,936000,11922,A_40,Employee_11922,2023-02-22
17939,A_40,2023-02-16,808000,11922,A_40,Employee_11922,2023-02-22
20142,A_40,2023-02-26,865000,11922,A_40,Employee_11922,2023-02-22
26643,A_40,2023-03-01,107000,11922,A_40,Employee_11922,2023-02-22
6791,A_53,2023-12-23,511000,11929,A_53,Employee_11929,2023-12-15
27526,A_53,2023-12-16,519000,11929,A_53,Employee_11929,2023-12-15
9815,A_48,2023-06-28,365000,11941,A_48,Employee_11941,2023-06-24
14029,A_48,2023-06-30,695000,11941,A_48,Employee_11941,2023-06-24
23310,A_48,2023-07-04,254000,11941,A_48,Employee_11941,2023-06-24
12064,A_48,2023-05-05,785000,11944,A_48,Employee_11944,2023-05-09
13146,A_48,2023-05-15,237000,11944,A_48,Employee_11944,2023-05-09
19121,A_48,2023-05-12,907000,11944,A_48,Employee_11944,2023-05-09
5647,A_52,2023-02-15,264000,11957,A_52,Employee_11957,2023-02-15
23872,A_52,2023-02-18,543000,11957,A_52,Employee_11957,2023-02-15
16923,A_85,2023-01-13,193000,11965,A_85,Employee_11965,2023-01-14
19641,A_85,2023-01-22,486000,11965,A_85,Employee_11965,2023-01-14
10106,A_11,2023-12-04,543000,11968,A_11,Employee_11968,2023-12-08
27865,A_11,2023-12-02,111000,11968,A_11,Employee_11968,2023-12-08
6799,A_89,2023-03-20,576000,11970,A_89,Employee_11970,2023-03-22
9604,A_89,2023-04-01,630000,11970,A_89,Employee_11970,2023-03-22
18611,A_89,2023-03-21,849000,11970,A_89,Employee_11970,2023-03-22
21187,A_89,2023-03-30,616000,11970,A_89,Employee_11970,2023-03-22
4522,A_32,2023-12-06,997000,11976,A_32,Employee_11976,2023-12-05
6064,A_32,2023-12-03,768000,11976,A_32,Employee_11976,2023-12-05
7741,A_32,2023-12-02,439000,11976,A_32,Employee_11976,2023-12-05
25577,A_32,2023-12-03,395000,11976,A_32,Employee_11976,2023-12-05
24155,A_17,2023-03-11,74000,11979,A_17,Employee_11979,2023-03-02
2804,A_4,2023-03-28,684000,11988,A_4,Employee_11988,2023-03-29
8768,A_4,2023-04-02,604000,11988,A_4,Employee_11988,2023-03-29
13601,A_4,2023-04-01,912000,11988,A_4,Employee_11988,2023-03-29
14564,A_4,2023-03-24,769000,11988,A_4,Employee_11988,2023-03-29
17194,A_56,2023-02-10,714000,11992,A_56,Employee_11992,2023-02-13
4187,A_79,2023-08-05,527000,11995,A_79,Employee_11995,2023-08-01
4941,A_79,2023-08-06,919000,11995,A_79,Employee_11995,2023-08-01
6179,A_79,2023-08-02,853000,11995,A_79,Employee_11995,2023-08-01
7442,A_79,2023-07-27,804000,11995,A_79,Employee_11995,2023-08-01
1504,A_56,2023-08-07,424000,11996,A_56,Employee_11996,2023-08-11
1527,A_56,2023-08-20,477000,11996,A_56,Employee_11996,2023-08-11
21837,A_56,2023-08-07,329000,11996,A_56,Employee_11996,2023-08-11
22309,A_56,2023-08-13,897000,11996,A_56,Employee_11996,2023-08-11
3199,A_81,2023-10-24,464000,12005,A_81,Employee_12005,2023-11-01
3863,A_81,2023-10-28,701000,12005,A_81,Employee_12005,2023-11-01
8965,A_81,2023-11-02,610000,12005,A_81,Employee_12005,2023-11-01
3856,A_60,2023-12-12,61000,12019,A_60,Employee_12019,2023-12-22
15672,A_60,2023-12-22,615000,12019,A_60,Employee_12019,2023-12-22
16907,A_60,2023-12-30,794000,12019,A_60,Employee_12019,2023-12-22
21541,A_60,2023-12-27,620000,12019,A_60,Employee_12019,2023-12-22
21706,A_60,2023-12-17,843000,12019,A_60,Employee_12019,2023-12-22
22424,A_60,2023-12-25,466000,12019,A_60,Employee_12019,2023-12-22
3669,A_65,2023-01-21,146000,12020,A_65,Employee_12020,2023-01-28
5189,A_65,2023-01-19,763000,12020,A_65,Employee_12020,2023-01-28
8640,A_65,2023-02-06,926000,12020,A_65,Employee_12020,2023-01-28
10021,A_65,2023-02-02,133000,12020,A_65,Employee_12020,2023-01-28
13350,A_65,2023-01-28,670000,12020,A_65,Employee_12020,2023-01-28
19739,A_65,2023-01-27,957000,12020,A_65,Employee_12020,2023-01-28
25788,A_65,2023-01-24,258000,12020,A_65,Employee_12020,2023-01-28
11833,A_28,2023-09-14,164000,12027,A_28,Employee_12027,2023-09-23
12570,A_28,2023-10-02,201000,12027,A_28,Employee_12027,2023-09-23
17802,A_28,2023-09-19,774000,12027,A_28,Employee_12027,2023-09-23
22208,A_28,2023-10-03,720000,12027,A_28,Employee_12027,2023-09-23
2484,A_93,2023-09-29,510000,12028,A_93,Employee_12028,2023-10-03
12228,A_93,2023-10-12,467000,12028,A_93,Employee_12028,2023-10-03
13703,A_93,2023-09-25,942000,12028,A_93,Employee_12028,2023-10-03
15771,A_93,2023-10-03,199000,12028,A_93,Employee_12028,2023-10-03
20896,A_93,2023-10-12,847000,12028,A_93,Employee_12028,2023-10-03
22793,A_93,2023-09-23,867000,12028,A_93,Employee_12028,2023-10-03
25419,A_93,2023-10-03,740000,12028,A_93,Employee_12028,2023-10-03
2577,A_70,2023-04-07,887000,12040,A_70,Employee_12040,2023-04-02
7427,A_70,2023-04-12,356000,12040,A_70,Employee_12040,2023-04-02
10443,A_70,2023-04-09,997000,12040,A_70,Employee_12040,2023-04-02
13153,A_70,2023-04-03,864000,12040,A_70,Employee_12040,2023-04-02
13500,A_70,2023-03-28,76000,12040,A_70,Employee_12040,2023-04-02
19940,A_70,2023-03-29,933000,12040,A_70,Employee_12040,2023-04-02
5085,A_23,2023-08-02,428000,12041,A_23,Employee_12041,2023-08-07
12925,A_23,2023-08-06,554000,12041,A_23,Employee_12041,2023-08-07
13027,A_23,2023-08-04,393000,12041,A_23,Employee_12041,2023-08-07
16906,A_23,2023-08-07,579000,12041,A_23,Employee_12041,2023-08-07
23868,A_23,2023-08-05,362000,12041,A_23,Employee_12041,2023-08-07
4582,A_72,2023-05-02,624000,12043,A_72,Employee_12043,2023-04-23
9853,A_72,2023-04-20,304000,12043,A_72,Employee_12043,2023-04-23
17248,A_72,2023-04-13,383000,12043,A_72,Employee_12043,2023-04-23
18495,A_72,2023-04-16,354000,12043,A_72,Employee_12043,2023-04-23
23708,A_72,2023-04-14,518000,12043,A_72,Employee_12043,2023-04-23
27748,A_72,2023-04-20,686000,12043,A_72,Employee_12043,2023-04-23
9667,A_46,2023-09-24,658000,12045,A_46,Employee_12045,2023-09-23
12772,A_46,2023-09-23,939000,12045,A_46,Employee_12045,2023-09-23
13297,A_46,2023-09-22,267000,12045,A_46,Employee_12045,2023-09-23
14024,A_46,2023-09-19,102000,12045,A_46,Employee_12045,2023-09-23
15784,A_46,2023-09-21,153000,12045,A_46,Employee_12045,2023-09-23
3481,A_76,2023-11-19,446000,12046,A_76,Employee_12046,2023-11-16
16317,A_76,2023-11-11,200000,12046,A_76,Employee_12046,2023-11-16
25398,A_76,2023-11-06,275000,12046,A_76,Employee_12046,2023-11-16
1786,A_16,2023-01-14,434000,12054,A_16,Employee_12054,2023-01-17
7267,A_16,2023-01-10,272000,12054,A_16,Employee_12054,2023-01-17
14156,A_16,2023-01-25,254000,12054,A_16,Employee_12054,2023-01-17
16190,A_16,2023-01-27,666000,12054,A_16,Employee_12054,2023-01-17
17374,A_16,2023-01-09,657000,12054,A_16,Employee_12054,2023-01-17
7737,A_43,2023-06-12,548000,12060,A_43,Employee_12060,2023-06-15
10339,A_43,2023-06-19,379000,12060,A_43,Employee_12060,2023-06-15
10706,A_85,2023-11-19,824000,12061,A_85,Employee_12061,2023-11-23
16320,A_85,2023-11-15,354000,12061,A_85,Employee_12061,2023-11-23
11304,A_43,2023-12-16,916000,12063,A_43,Employee_12063,2023-12-19
15717,A_43,2023-12-09,364000,12063,A_43,Employee_12063,2023-12-19
19444,A_43,2023-12-17,330000,12063,A_43,Employee_12063,2023-12-19
24442,A_43,2023-12-23,304000,12063,A_43,Employee_12063,2023-12-19
5475,A_30,2023-11-29,319000,12068,A_30,Employee_12068,2023-11-19
24041,A_30,2023-11-22,690000,12068,A_30,Employee_12068,2023-11-19
25056,A_30,2023-11-17,322000,12068,A_30,Employee_12068,2023-11-19
26508,A_30,2023-11-21,823000,12068,A_30,Employee_12068,2023-11-19
146,A_59,2023-09-25,128000,12073,A_59,Employee_12073,2023-09-16
4825,A_59,2023-09-22,702000,12073,A_59,Employee_12073,2023-09-16
255,A_44,2023-10-03,556000,12077,A_44,Employee_12077,2023-10-07
19615,A_44,2023-10-11,905000,12077,A_44,Employee_12077,2023-10-07
20304,A_44,2023-10-13,82000,12077,A_44,Employee_12077,2023-10-07
22419,A_44,2023-10-07,312000,12077,A_44,Employee_12077,2023-10-07
10020,A_78,2023-03-29,97000,12084,A_78,Employee_12084,2023-03-31
18986,A_78,2023-03-31,857000,12084,A_78,Employee_12084,2023-03-31
1533,A_23,2023-10-24,84000,12092,A_23,Employee_12092,2023-11-03
22951,A_23,2023-11-03,801000,12092,A_23,Employee_12092,2023-11-03
25090,A_23,2023-10-30,910000,12092,A_23,Employee_12092,2023-11-03
7066,A_26,2023-01-09,994000,12093,A_26,Employee_12093,2023-01-02
371,A_46,2023-07-06,524000,12098,A_46,Employee_12098,2023-07-05
12205,A_46,2023-06-30,846000,12098,A_46,Employee_12098,2023-07-05
25460,A_46,2023-07-05,626000,12098,A_46,Employee_12098,2023-07-05
11887,A_77,2023-08-05,600000,12101,A_77,Employee_12101,2023-07-27
15697,A_77,2023-07-19,992000,12101,A_77,Employee_12101,2023-07-27
18608,A_77,2023-08-01,975000,12101,A_77,Employee_12101,2023-07-27
17056,A_63,2023-05-10,311000,12103,A_63,Employee_12103,2023-05-01
21351,A_63,2023-05-11,680000,12103,A_63,Employee_12103,2023-05-01
23576,A_63,2023-04-22,638000,12103,A_63,Employee_12103,2023-05-01
24599,A_63,2023-05-04,761000,12103,A_63,Employee_12103,2023-05-01
4731,A_28,2023-08-03,620000,12115,A_28,Employee_12115,2023-07-28
24233,A_28,2023-07-19,14000,12115,A_28,Employee_12115,2023-07-28
25357,A_28,2023-07-22,39000,12115,A_28,Employee_12115,2023-07-28
11670,A_95,2023-03-02,307000,12125,A_95,Employee_12125,2023-03-06
13658,A_95,2023-02-24,15000,12125,A_95,Employee_12125,2023-03-06
7596,A_34,2023-01-29,792000,12126,A_34,Employee_12126,2023-02-01
20890,A_34,2023-01-29,248000,12126,A_34,Employee_12126,2023-02-01
24495,A_34,2023-02-07,392000,12126,A_34,Employee_12126,2023-02-01
13110,A_64,2023-10-02,967000,12131,A_64,Employee_12131,2023-10-12
9419,A_91,2023-10-04,256000,12137,A_91,Employee_12137,2023-10-08
16968,A_91,2023-10-15,999000,12137,A_91,Employee_12137,2023-10-08
18109,A_91,2023-10-08,905000,12137,A_91,Employee_12137,2023-10-08
19097,A_91,2023-10-01,658000,12137,A_91,Employee_12137,2023-10-08
27163,A_91,2023-09-29,296000,12137,A_91,Employee_12137,2023-10-08
1016,A_33,2023-07-22,518000,12143,A_33,Employee_12143,2023-07-24
14789,A_33,2023-07-15,709000,12143,A_33,Employee_12143,2023-07-24
23804,A_33,2023-07-25,391000,12143,A_33,Employee_12143,2023-07-24
24773,A_33,2023-07-15,810000,12143,A_33,Employee_12143,2023-07-24
15507,A_80,2023-12-07,648000,12145,A_80,Employee_12145,2023-12-11
16794,A_80,2023-12-10,921000,12145,A_80,Employee_12145,2023-12-11
3845,A_34,2023-03-14,802000,12146,A_34,Employee_12146,2023-03-14
24498,A_34,2023-03-17,610000,12146,A_34,Employee_12146,2023-03-14
365,A_82,2023-01-03,933000,12154,A_82,Employee_12154,2023-01-11
10679,A_82,2023-01-11,786000,12154,A_82,Employee_12154,2023-01-11
17598,A_82,2023-01-05,137000,12154,A_82,Employee_12154,2023-01-11
17651,A_82,2023-01-01,842000,12154,A_82,Employee_12154,2023-01-11
18116,A_82,2023-01-02,633000,12154,A_82,Employee_12154,2023-01-11
24329,A_82,2023-01-04,210000,12154,A_82,Employee_12154,2023-01-11
25603,A_82,2023-01-16,923000,12154,A_82,Employee_12154,2023-01-11
8638,A_54,2023-06-15,633000,12159,A_54,Employee_12159,2023-06-08
20515,A_54,2023-06-03,104000,12159,A_54,Employee_12159,2023-06-08
25144,A_54,2023-06-17,524000,12159,A_54,Employee_12159,2023-06-08
26330,A_54,2023-06-03,48000,12159,A_54,Employee_12159,2023-06-08
7933,A_43,2023-08-15,859000,12161,A_43,Employee_12161,2023-08-25
11686,A_96,2023-07-22,393000,12169,A_96,Employee_12169,2023-07-26
12946,A_96,2023-07-22,441000,12169,A_96,Employee_12169,2023-07-26
21546,A_96,2023-08-04,510000,12169,A_96,Employee_12169,2023-07-26
3227,A_96,2023-05-25,507000,12174,A_96,Employee_12174,2023-05-31
5249,A_96,2023-05-26,51000,12174,A_96,Employee_12174,2023-05-31
1749,A_99,2023-01-11,854000,12175,A_99,Employee_12175,2023-01-12
4205,A_99,2023-01-05,990000,12175,A_99,Employee_12175,2023-01-12
5890,A_99,2023-01-02,892000,12175,A_99,Employee_12175,2023-01-12
16830,A_99,2023-01-13,242000,12175,A_99,Employee_12175,2023-01-12
5657,A_92,2023-05-30,928000,12189,A_92,Employee_12189,2023-05-22
7586,A_92,2023-05-25,723000,12189,A_92,Employee_12189,2023-05-22
8507,A_92,2023-06-01,867000,12189,A_92,Employee_12189,2023-05-22
4522,A_32,2023-12-06,997000,12193,A_32,Employee_12193,2023-12-11
6064,A_32,2023-12-03,768000,12193,A_32,Employee_12193,2023-12-11
7741,A_32,2023-12-02,439000,12193,A_32,Employee_12193,2023-12-11
25577,A_32,2023-12-03,395000,12193,A_32,Employee_12193,2023-12-11
273,A_20,2023-05-27,559000,12195,A_20,Employee_12195,2023-05-29
20248,A_20,2023-05-25,516000,12195,A_20,Employee_12195,2023-05-29
24608,A_20,2023-06-07,825000,12195,A_20,Employee_12195,2023-05-29
12707,A_30,2023-05-23,721000,12197,A_30,Employee_12197,2023-05-30
18855,A_30,2023-05-26,355000,12197,A_30,Employee_12197,2023-05-30
22586,A_30,2023-05-21,105000,12197,A_30,Employee_12197,2023-05-30
4986,A_100,2023-09-25,396000,12201,A_100,Employee_12201,2023-09-27
11824,A_100,2023-09-28,725000,12201,A_100,Employee_12201,2023-09-27
12149,A_63,2023-07-15,407000,12204,A_63,Employee_12204,2023-07-22
24721,A_63,2023-07-20,482000,12204,A_63,Employee_12204,2023-07-22
15921,A_47,2023-02-13,231000,12208,A_47,Employee_12208,2023-02-18
21235,A_47,2023-02-12,300000,12208,A_47,Employee_12208,2023-02-18
1379,A_47,2023-11-19,534000,12215,A_47,Employee_12215,2023-11-20
2825,A_69,2023-08-02,481000,12218,A_69,Employee_12218,2023-07-27
674,A_6,2023-04-13,869000,12234,A_6,Employee_12234,2023-04-05
19613,A_6,2023-04-12,87000,12234,A_6,Employee_12234,2023-04-05
1051,A_58,2023-10-19,640000,12239,A_58,Employee_12239,2023-10-09
10584,A_58,2023-10-09,76000,12239,A_58,Employee_12239,2023-10-09
23136,A_58,2023-10-14,835000,12239,A_58,Employee_12239,2023-10-09
27888,A_58,2023-10-09,341000,12239,A_58,Employee_12239,2023-10-09
6251,A_66,2023-11-10,937000,12240,A_66,Employee_12240,2023-11-02
8445,A_66,2023-10-23,576000,12240,A_66,Employee_12240,2023-11-02
16733,A_66,2023-10-26,34000,12240,A_66,Employee_12240,2023-11-02
17010,A_66,2023-10-30,494000,12240,A_66,Employee_12240,2023-11-02
21768,A_66,2023-10-24,237000,12240,A_66,Employee_12240,2023-11-02
23500,A_66,2023-11-06,170000,12240,A_66,Employee_12240,2023-11-02
10974,A_62,2023-07-24,497000,12248,A_62,Employee_12248,2023-08-01
7164,A_69,2023-02-09,536000,12254,A_69,Employee_12254,2023-01-30
11170,A_69,2023-01-23,77000,12254,A_69,Employee_12254,2023-01-30
17953,A_69,2023-02-09,29000,12254,A_69,Employee_12254,2023-01-30
95,A_40,2023-06-19,250000,12255,A_40,Employee_12255,2023-06-09
15359,A_40,2023-06-18,376000,12255,A_40,Employee_12255,2023-06-09
16285,A_40,2023-06-01,280000,12255,A_40,Employee_12255,2023-06-09
25958,A_40,2023-06-10,446000,12255,A_40,Employee_12255,2023-06-09
3645,A_100,2023-03-22,288000,12268,A_100,Employee_12268,2023-03-29
5835,A_100,2023-03-22,40000,12268,A_100,Employee_12268,2023-03-29
6369,A_100,2023-03-30,525000,12268,A_100,Employee_12268,2023-03-29
14675,A_100,2023-03-26,65000,12268,A_100,Employee_12268,2023-03-29
22134,A_100,2023-04-05,852000,12268,A_100,Employee_12268,2023-03-29
18682,A_38,2023-04-24,712000,12273,A_38,Employee_12273,2023-05-03
19550,A_38,2023-05-13,752000,12273,A_38,Employee_12273,2023-05-03
12064,A_48,2023-05-05,785000,12277,A_48,Employee_12277,2023-05-11
13146,A_48,2023-05-15,237000,12277,A_48,Employee_12277,2023-05-11
19121,A_48,2023-05-12,907000,12277,A_48,Employee_12277,2023-05-11
4534,A_67,2023-09-27,859000,12280,A_67,Employee_12280,2023-09-24
12369,A_67,2023-09-24,670000,12280,A_67,Employee_12280,2023-09-24
23167,A_67,2023-09-24,984000,12280,A_67,Employee_12280,2023-09-24
5818,A_50,2023-02-20,717000,12291,A_50,Employee_12291,2023-03-01
26614,A_50,2023-02-19,470000,12291,A_50,Employee_12291,2023-03-01
7302,A_46,2023-01-22,694000,12300,A_46,Employee_12300,2023-01-14
22984,A_46,2023-01-24,50000,12300,A_46,Employee_12300,2023-01-14
27017,A_46,2023-01-21,234000,12300,A_46,Employee_12300,2023-01-14
3116,A_38,2023-06-21,680000,12303,A_38,Employee_12303,2023-06-14
24735,A_52,2023-04-09,31000,12305,A_52,Employee_12305,2023-03-31
6010,A_94,2023-08-03,851000,12311,A_94,Employee_12311,2023-08-12
18299,A_94,2023-08-13,372000,12311,A_94,Employee_12311,2023-08-12
21443,A_94,2023-08-05,86000,12311,A_94,Employee_12311,2023-08-12
13185,A_60,2023-05-13,944000,12320,A_60,Employee_12320,2023-05-04
9970,A_3,2023-10-06,730000,12322,A_3,Employee_12322,2023-09-28
22007,A_3,2023-09-28,18000,12322,A_3,Employee_12322,2023-09-28
25890,A_70,2023-07-22,420000,12329,A_70,Employee_12329,2023-07-28
4976,A_24,2023-04-24,769000,12330,A_24,Employee_12330,2023-04-19
6471,A_24,2023-04-19,969000,12330,A_24,Employee_12330,2023-04-19
7830,A_24,2023-04-11,347000,12330,A_24,Employee_12330,2023-04-19
8144,A_24,2023-04-15,416000,12330,A_24,Employee_12330,2023-04-19
10680,A_24,2023-04-15,389000,12330,A_24,Employee_12330,2023-04-19
11361,A_24,2023-04-17,900000,12330,A_24,Employee_12330,2023-04-19
7583,A_28,2023-02-20,274000,12334,A_28,Employee_12334,2023-02-22
12093,A_28,2023-02-28,366000,12334,A_28,Employee_12334,2023-02-22
23065,A_28,2023-02-28,278000,12334,A_28,Employee_12334,2023-02-22
25091,A_28,2023-03-01,861000,12334,A_28,Employee_12334,2023-02-22
9667,A_46,2023-09-24,658000,12359,A_46,Employee_12359,2023-09-25
12772,A_46,2023-09-23,939000,12359,A_46,Employee_12359,2023-09-25
13297,A_46,2023-09-22,267000,12359,A_46,Employee_12359,2023-09-25
14024,A_46,2023-09-19,102000,12359,A_46,Employee_12359,2023-09-25
15784,A_46,2023-09-21,153000,12359,A_46,Employee_12359,2023-09-25
23160,A_46,2023-10-04,493000,12359,A_46,Employee_12359,2023-09-25
9430,A_53,2023-06-01,849000,12366,A_53,Employee_12366,2023-05-31
14686,A_53,2023-05-25,340000,12366,A_53,Employee_12366,2023-05-31
13647,A_11,2023-09-08,640000,12367,A_11,Employee_12367,2023-09-14
14852,A_11,2023-09-09,739000,12367,A_11,Employee_12367,2023-09-14
6389,A_56,2023-04-15,77000,12373,A_56,Employee_12373,2023-04-05
15873,A_56,2023-04-08,308000,12373,A_56,Employee_12373,2023-04-05
14969,A_80,2023-07-18,248000,12382,A_80,Employee_12382,2023-07-23
27349,A_80,2023-07-13,496000,12382,A_80,Employee_12382,2023-07-23
9205,A_71,2023-12-05,260000,12396,A_71,Employee_12396,2023-12-03
14869,A_71,2023-11-26,975000,12396,A_71,Employee_12396,2023-12-03
19323,A_71,2023-12-05,779000,12396,A_71,Employee_12396,2023-12-03
25564,A_71,2023-12-04,577000,12396,A_71,Employee_12396,2023-12-03
5005,A_61,2023-03-11,96000,12404,A_61,Employee_12404,2023-03-14
20244,A_61,2023-03-13,202000,12404,A_61,Employee_12404,2023-03-14
3549,A_76,2023-08-06,432000,12413,A_76,Employee_12413,2023-08-11
13830,A_76,2023-08-05,840000,12413,A_76,Employee_12413,2023-08-11
14583,A_76,2023-08-17,916000,12413,A_76,Employee_12413,2023-08-11
6345,A_48,2023-10-13,504000,12415,A_48,Employee_12415,2023-10-09
20059,A_48,2023-10-02,443000,12415,A_48,Employee_12415,2023-10-09
20730,A_48,2023-10-14,946000,12415,A_48,Employee_12415,2023-10-09
24798,A_48,2023-10-09,638000,12415,A_48,Employee_12415,2023-10-09
25877,A_48,2023-10-09,301000,12415,A_48,Employee_12415,2023-10-09
27458,A_48,2023-10-16,505000,12415,A_48,Employee_12415,2023-10-09
18682,A_38,2023-04-24,712000,12419,A_38,Employee_12419,2023-04-21
3109,A_8,2023-10-10,427000,12420,A_8,Employee_12420,2023-10-15
9597,A_8,2023-10-09,144000,12420,A_8,Employee_12420,2023-10-15
9606,A_8,2023-10-19,953000,12420,A_8,Employee_12420,2023-10-15
15145,A_8,2023-10-09,47000,12420,A_8,Employee_12420,2023-10-15
21523,A_8,2023-10-06,240000,12420,A_8,Employee_12420,2023-10-15
25378,A_8,2023-10-23,51000,12420,A_8,Employee_12420,2023-10-15
17566,A_51,2023-12-19,954000,12422,A_51,Employee_12422,2023-12-11
19903,A_33,2023-01-26,182000,12444,A_33,Employee_12444,2023-01-29
27104,A_33,2023-02-01,860000,12444,A_33,Employee_12444,2023-01-29
3125,A_60,2023-07-16,65000,12445,A_60,Employee_12445,2023-07-18
17971,A_60,2023-07-14,345000,12445,A_60,Employee_12445,2023-07-18
21040,A_60,2023-07-19,640000,12445,A_60,Employee_12445,2023-07-18
25500,A_60,2023-07-20,197000,12445,A_60,Employee_12445,2023-07-18
1590,A_39,2023-02-03,853000,12447,A_39,Employee_12447,2023-02-11
21510,A_39,2023-02-15,142000,12447,A_39,Employee_12447,2023-02-11
2540,A_25,2023-01-24,956000,12451,A_25,Employee_12451,2023-02-03
13877,A_25,2023-02-10,392000,12451,A_25,Employee_12451,2023-02-03
14836,A_25,2023-02-12,521000,12451,A_25,Employee_12451,2023-02-03
12346,A_29,2023-11-14,64000,12453,A_29,Employee_12453,2023-11-10
12144,A_42,2023-05-29,713000,12455,A_42,Employee_12455,2023-05-31
18346,A_42,2023-05-30,570000,12455,A_42,Employee_12455,2023-05-31
3116,A_38,2023-06-21,680000,12457,A_38,Employee_12457,2023-06-14
2299,A_28,2023-08-20,336000,12458,A_28,Employee_12458,2023-08-21
5916,A_28,2023-08-23,642000,12458,A_28,Employee_12458,2023-08-21
14748,A_28,2023-08-19,616000,12458,A_28,Employee_12458,2023-08-21
23942,A_28,2023-08-13,749000,12458,A_28,Employee_12458,2023-08-21
9989,A_26,2023-07-17,22000,12466,A_26,Employee_12466,2023-07-08
12852,A_26,2023-07-02,576000,12466,A_26,Employee_12466,2023-07-08
4551,A_9,2023-09-18,774000,12469,A_9,Employee_12469,2023-09-11
11088,A_9,2023-09-05,363000,12469,A_9,Employee_12469,2023-09-11
18038,A_9,2023-09-07,903000,12469,A_9,Employee_12469,2023-09-11
27317,A_9,2023-09-17,283000,12469,A_9,Employee_12469,2023-09-11
3133,A_30,2023-08-08,681000,12473,A_30,Employee_12473,2023-08-18
4271,A_30,2023-08-24,26000,12473,A_30,Employee_12473,2023-08-18
7273,A_30,2023-08-08,854000,12473,A_30,Employee_12473,2023-08-18
16812,A_30,2023-08-21,983000,12473,A_30,Employee_12473,2023-08-18
958,A_83,2023-10-20,837000,12486,A_83,Employee_12486,2023-10-17
11230,A_83,2023-10-14,63000,12486,A_83,Employee_12486,2023-10-17
19605,A_83,2023-10-27,456000,12486,A_83,Employee_12486,2023-10-17
24354,A_83,2023-10-21,139000,12486,A_83,Employee_12486,2023-10-17
3748,A_35,2023-05-12,815000,12488,A_35,Employee_12488,2023-05-15
8254,A_35,2023-05-25,314000,12488,A_35,Employee_12488,2023-05-15
8667,A_35,2023-05-16,224000,12488,A_35,Employee_12488,2023-05-15
4759,A_12,2023-07-25,81000,12489,A_12,Employee_12489,2023-07-23
17764,A_12,2023-07-15,621000,12489,A_12,Employee_12489,2023-07-23
27705,A_12,2023-07-31,357000,12489,A_12,Employee_12489,2023-07-23
5573,A_46,2023-03-18,201000,12496,A_46,Employee_12496,2023-03-09
5868,A_46,2023-03-13,460000,12496,A_46,Employee_12496,2023-03-09
8141,A_46,2023-03-02,686000,12496,A_46,Employee_12496,2023-03-09
13866,A_46,2023-03-18,384000,12496,A_46,Employee_12496,2023-03-09
17719,A_46,2023-03-10,485000,12496,A_46,Employee_12496,2023-03-09
23948,A_46,2023-02-28,503000,12496,A_46,Employee_12496,2023-03-09
1527,A_56,2023-08-20,477000,12501,A_56,Employee_12501,2023-08-28
8898,A_56,2023-08-23,918000,12501,A_56,Employee_12501,2023-08-28
23479,A_56,2023-08-29,739000,12501,A_56,Employee_12501,2023-08-28
405,A_41,2023-11-10,65000,12506,A_41,Employee_12506,2023-11-05
